review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
rev_001,order_001,4,Great product!,Loved it!,2023-12-13 00:42:55.000000,2023-11-24 08:37:49.000000
rev_002,order_002,2,Great product!,Loved it!,2023-12-02 16:21:50.000000,2023-11-21 05:36:24.000000
rev_003,order_003,3,Great product!,Loved it!,2023-09-06 02:02:54.000000,2023-12-16 16:24:12.000000
rev_004,order_004,4,Great product!,Loved it!,2023-12-02 01:50:37.000000,2023-09-03 07:09:45.000000
rev_005,order_005,1,Great product!,Loved it!,2023-08-30 07:53:12.000000,2023-08-02 08:27:01.000000
rev_006,order_006,3,Great product!,Loved it!,2023-10-22 17:42:35.000000,2023-08-19 20:31:32.000000
rev_007,order_007,3,Great product!,Loved it!,2023-08-08 12:57:32.000000,2023-08-11 09:27:18.000000
rev_008,order_008,5,Great product!,Loved it!,2023-09-06 17:42:47.000000,2023-10-23 12:42:06.000000
rev_009,order_009,2,Great product!,Loved it!,2023-10-15 22:34:17.000000,2023-08-20 21:01:55.000000
rev_010,order_010,2,Great product!,Loved it!,2023-09-19 10:59:49.000000,2023-11-26 00:45:09.000000
rev_011,order_011,4,Great product!,Loved it!,2023-10-03 17:41:30.000000,2023-09-25 02:30:03.000000
rev_012,order_012,4,Great product!,Loved it!,2023-11-16 14:06:37.000000,2023-10-09 18:07:22.000000
rev_013,order_013,1,Great product!,Loved it!,2023-12-26 23:04:11.000000,2023-12-04 11:52:42.000000
rev_014,order_014,4,Great product!,Loved it!,2023-11-15 15:56:48.000000,2023-09-27 18:24:12.000000
rev_015,order_015,2,Great product!,Loved it!,2023-12-03 14:56:26.000000,2023-09-03 13:43:59.000000
rev_016,order_016,2,Great product!,Loved it!,2023-11-14 02:20:33.000000,2023-08-06 01:43:04.000000
rev_017,order_017,4,Great product!,Loved it!,2023-09-25 18:17:23.000000,2023-10-12 12:02:30.000000
rev_018,order_018,4,Great product!,Loved it!,2023-09-26 20:37:13.000000,2023-10-29 08:03:49.000000
rev_019,order_019,1,Great product!,Loved it!,2023-11-02 16:43:54.000000,2023-12-29 17:59:42.000000
rev_020,order_020,3,Great product!,Loved it!,2023-10-18 04:17:20.000000,2023-11-27 07:42:42.000000
rev_021,order_021,4,Great product!,Loved it!,2023-12-15 09:49:31.000000,2023-11-03 16:40:03.000000
rev_022,order_022,4,Great product!,Loved it!,2023-08-20 01:27:05.000000,2023-09-11 11:44:22.000000
rev_023,order_023,3,Great product!,Loved it!,2023-09-24 03:41:59.000000,2023-12-05 14:07:41.000000
rev_024,order_024,5,Great product!,Loved it!,2023-09-05 11:25:07.000000,2023-08-22 00:19:04.000000
rev_025,order_025,4,Great product!,Loved it!,2023-10-25 15:46:46.000000,2023-11-09 16:44:36.000000
rev_026,order_026,5,Great product!,Loved it!,2023-11-27 08:21:31.000000,2023-12-02 07:37:14.000000
rev_027,order_027,5,Great product!,Loved it!,2023-09-02 18:38:02.000000,2023-08-16 16:19:05.000000
rev_028,order_028,3,Great product!,Loved it!,2023-09-26 01:58:27.000000,2023-10-30 14:32:30.000000
rev_029,order_029,1,Great product!,Loved it!,2023-12-20 15:34:53.000000,2023-11-26 06:33:50.000000
rev_030,order_030,2,Great product!,Loved it!,2023-11-21 03:31:13.000000,2023-08-29 04:31:42.000000
rev_031,order_031,2,Great product!,Loved it!,2023-08-16 20:29:11.000000,2023-08-07 08:07:35.000000
rev_032,order_032,3,Great product!,Loved it!,2023-11-26 12:26:50.000000,2023-10-14 08:11:43.000000
rev_033,order_033,2,Great product!,Loved it!,2023-08-02 01:32:11.000000,2023-08-31 01:44:26.000000
rev_034,order_034,3,Great product!,Loved it!,2023-11-07 07:54:58.000000,2023-09-19 07:37:15.000000
rev_035,order_035,2,Great product!,Loved it!,2023-10-16 08:42:04.000000,2023-08-24 00:10:46.000000
rev_036,order_036,2,Great product!,Loved it!,2023-11-09 00:26:05.000000,2023-10-24 11:56:03.000000
rev_037,order_037,4,Great product!,Loved it!,2023-12-12 21:59:27.000000,2023-11-27 12:16:35.000000
rev_038,order_038,2,Great product!,Loved it!,2023-10-24 06:47:06.000000,2023-12-20 12:05:29.000000
rev_039,order_039,4,Great product!,Loved it!,2023-08-30 12:44:01.000000,2023-08-18 07:29:10.000000
rev_040,order_040,1,Great product!,Loved it!,2023-08-21 09:34:32.000000,2023-11-15 01:31:25.000000
rev_041,order_041,3,Great product!,Loved it!,2023-10-15 11:11:54.000000,2023-09-23 21:07:30.000000
rev_042,order_042,2,Great product!,Loved it!,2023-09-04 22:40:02.000000,2023-12-27 14:32:49.000000
rev_043,order_043,1,Great product!,Loved it!,2023-12-14 15:21:56.000000,2023-09-15 23:10:39.000000
rev_044,order_044,1,Great product!,Loved it!,2023-10-19 11:54:42.000000,2023-10-03 19:11:22.000000
rev_045,order_045,1,Great product!,Loved it!,2023-10-18 05:27:43.000000,2023-10-04 01:27:15.000000
rev_046,order_046,2,Great product!,Loved it!,2023-12-23 21:51:27.000000,2023-08-29 20:47:12.000000
rev_047,order_047,5,Great product!,Loved it!,2023-09-19 00:00:06.000000,2023-11-04 23:28:30.000000
rev_048,order_048,3,Great product!,Loved it!,2023-10-16 11:19:05.000000,2023-12-01 00:10:31.000000
rev_049,order_049,5,Great product!,Loved it!,2023-08-25 07:57:05.000000,2023-10-27 07:31:26.000000
rev_050,order_050,4,Great product!,Loved it!,2023-12-04 05:50:32.000000,2023-08-28 20:47:15.000000
rev_051,order_051,3,Great product!,Loved it!,2023-09-16 21:16:27.000000,2023-09-12 22:08:22.000000
rev_052,order_052,3,Great product!,Loved it!,2023-11-02 04:07:47.000000,2023-12-28 09:24:18.000000
rev_053,order_053,1,Great product!,Loved it!,2023-08-26 04:52:40.000000,2023-10-19 00:07:16.000000
rev_054,order_054,1,Great product!,Loved it!,2023-11-13 09:39:44.000000,2023-10-19 06:25:35.000000
rev_055,order_055,1,Great product!,Loved it!,2023-08-30 00:13:14.000000,2023-11-24 04:08:04.000000
rev_056,order_056,4,Great product!,Loved it!,2023-08-11 09:55:55.000000,2023-10-03 18:06:25.000000
rev_057,order_057,2,Great product!,Loved it!,2023-12-19 16:26:27.000000,2023-11-23 01:35:37.000000
rev_058,order_058,5,Great product!,Loved it!,2023-12-17 08:51:38.000000,2023-11-14 15:15:50.000000
rev_059,order_059,2,Great product!,Loved it!,2023-08-22 23:56:20.000000,2023-12-12 16:31:39.000000
rev_060,order_060,4,Great product!,Loved it!,2023-10-08 05:42:11.000000,2023-10-02 07:57:34.000000
rev_061,order_061,4,Great product!,Loved it!,2023-09-02 14:02:50.000000,2023-09-16 11:04:08.000000
rev_062,order_062,4,Great product!,Loved it!,2023-12-28 07:19:01.000000,2023-10-26 04:31:12.000000
rev_063,order_063,3,Great product!,Loved it!,2023-12-18 06:15:39.000000,2023-10-13 09:55:26.000000
rev_064,order_064,5,Great product!,Loved it!,2023-10-01 03:57:32.000000,2023-08-19 18:02:20.000000
rev_065,order_065,5,Great product!,Loved it!,2023-10-28 15:43:37.000000,2023-10-26 09:38:43.000000
rev_066,order_066,5,Great product!,Loved it!,2023-12-25 16:32:34.000000,2023-11-07 20:13:02.000000
rev_067,order_067,4,Great product!,Loved it!,2023-12-10 17:00:51.000000,2023-09-22 01:28:21.000000
rev_068,order_068,1,Great product!,Loved it!,2023-11-22 03:50:08.000000,2023-10-26 03:47:28.000000
rev_069,order_069,5,Great product!,Loved it!,2023-09-16 16:55:14.000000,2023-09-26 06:38:15.000000
rev_070,order_070,1,Great product!,Loved it!,2023-10-23 19:13:00.000000,2023-09-26 22:51:35.000000
rev_071,order_071,4,Great product!,Loved it!,2023-09-22 01:50:13.000000,2023-12-10 07:45:35.000000
rev_072,order_072,1,Great product!,Loved it!,2023-09-19 14:43:16.000000,2023-09-19 22:12:42.000000
rev_073,order_073,3,Great product!,Loved it!,2023-08-04 05:54:45.000000,2023-11-03 00:08:07.000000
rev_074,order_074,4,Great product!,Loved it!,2023-08-24 06:07:48.000000,2023-09-19 21:46:18.000000
rev_075,order_075,3,Great product!,Loved it!,2023-08-12 23:29:57.000000,2023-09-19 07:27:50.000000
rev_076,order_076,5,Great product!,Loved it!,2023-12-22 07:34:18.000000,2023-12-28 09:27:59.000000
rev_077,order_077,5,Great product!,Loved it!,2023-08-18 00:20:51.000000,2023-09-07 20:02:24.000000
rev_078,order_078,4,Great product!,Loved it!,2023-12-12 15:08:55.000000,2023-09-18 01:55:56.000000
rev_079,order_079,5,Great product!,Loved it!,2023-11-26 03:29:36.000000,2023-11-28 23:58:42.000000
rev_080,order_080,1,Great product!,Loved it!,2023-11-17 21:23:10.000000,2023-08-03 04:14:33.000000
rev_081,order_081,5,Not satisfied,Bad experience,2023-09-18 08:43:00.000000,2023-12-06 08:46:30.000000
rev_082,order_082,2,Not satisfied,Bad experience,2023-12-09 23:10:29.000000,2023-08-31 10:15:03.000000
rev_083,order_083,4,Not satisfied,Bad experience,2023-08-23 23:07:46.000000,2023-12-02 02:41:54.000000
rev_084,order_084,4,Not satisfied,Bad experience,2023-11-03 01:57:18.000000,2023-11-01 01:32:03.000000
rev_085,order_085,3,Not satisfied,Bad experience,2023-08-08 15:17:37.000000,2023-11-07 08:40:33.000000
rev_086,order_086,4,Not satisfied,Bad experience,2023-11-06 19:54:07.000000,2023-10-24 02:28:42.000000
rev_087,order_087,5,Not satisfied,Bad experience,2023-11-25 19:29:10.000000,2023-10-12 22:52:18.000000
rev_088,order_088,3,Not satisfied,Bad experience,2023-11-18 02:24:30.000000,2023-09-16 06:34:53.000000
rev_089,order_089,3,Not satisfied,Bad experience,2023-10-16 23:14:44.000000,2023-08-14 00:35:12.000000
rev_090,order_090,5,Not satisfied,Bad experience,2023-10-30 13:55:38.000000,2023-09-01 15:44:17.000000
rev_091,order_091,3,Not satisfied,Bad experience,2023-08-14 21:47:21.000000,2023-12-09 18:59:44.000000
rev_092,order_092,3,Not satisfied,Bad experience,2023-11-20 23:58:35.000000,2023-08-17 01:46:04.000000
rev_093,order_093,1,Not satisfied,Bad experience,2023-10-04 18:33:12.000000,2023-11-27 08:38:47.000000
rev_094,order_094,3,Not satisfied,Bad experience,2023-09-20 03:23:30.000000,2023-08-18 20:57:09.000000
rev_095,order_095,2,Not satisfied,Bad experience,2023-08-16 10:27:32.000000,2023-08-19 18:31:37.000000
rev_096,order_096,1,Not satisfied,Bad experience,2023-09-09 11:47:54.000000,2023-10-03 09:49:21.000000
rev_097,order_097,5,Not satisfied,Bad experience,2023-11-15 22:20:45.000000,2023-10-30 19:48:19.000000
rev_098,order_098,3,Not satisfied,Bad experience,2023-11-26 13:41:19.000000,2023-08-02 04:07:38.000000
rev_099,order_099,4,Not satisfied,Bad experience,2023-09-15 09:06:28.000000,2023-09-15 06:30:38.000000
rev_100,order_100,2,Not satisfied,Bad experience,2023-11-23 09:37:55.000000,2023-08-31 19:18:47.000000
rev_101,order_101,2,Not satisfied,Bad experience,2023-11-03 15:20:41.000000,2023-08-01 15:47:17.000000
rev_102,order_102,3,Not satisfied,Bad experience,2023-08-25 14:23:17.000000,2023-11-17 02:48:34.000000
rev_103,order_103,5,Not satisfied,Bad experience,2023-08-17 19:12:31.000000,2023-09-28 16:17:23.000000
rev_104,order_104,1,Not satisfied,Bad experience,2023-09-18 23:15:14.000000,2023-08-01 03:39:25.000000
rev_105,order_105,2,Not satisfied,Bad experience,2023-09-19 07:36:11.000000,2023-12-07 01:45:10.000000
rev_106,order_106,3,Not satisfied,Bad experience,2023-12-13 22:42:17.000000,2023-08-23 05:45:35.000000
rev_107,order_107,4,Not satisfied,Bad experience,2023-12-28 21:54:03.000000,2023-11-29 14:59:12.000000
rev_108,order_108,1,Not satisfied,Bad experience,2023-10-02 07:19:01.000000,2023-09-12 05:58:43.000000
rev_109,order_109,1,Not satisfied,Bad experience,2023-12-26 03:42:03.000000,2023-10-19 11:48:49.000000
rev_110,order_110,1,Not satisfied,Bad experience,2023-08-25 18:04:50.000000,2023-08-16 11:00:20.000000
rev_111,order_111,1,Not satisfied,Bad experience,2023-10-27 09:47:25.000000,2023-10-06 00:22:38.000000
rev_112,order_112,1,Not satisfied,Bad experience,2023-10-05 00:47:23.000000,2023-08-28 15:24:48.000000
rev_113,order_113,2,Not satisfied,Bad experience,2023-10-27 08:03:50.000000,2023-12-19 21:30:32.000000
rev_114,order_114,1,Not satisfied,Bad experience,2023-10-06 07:15:47.000000,2023-08-02 06:34:13.000000
rev_115,order_115,2,Not satisfied,Bad experience,2023-10-22 23:59:15.000000,2023-08-13 15:44:51.000000
rev_116,order_116,2,Not satisfied,Bad experience,2023-12-21 15:17:45.000000,2023-08-08 04:26:26.000000
rev_117,order_117,2,Not satisfied,Bad experience,2023-10-09 15:08:36.000000,2023-11-18 02:02:11.000000
rev_118,order_118,2,Not satisfied,Bad experience,2023-08-14 13:09:34.000000,2023-10-07 11:38:35.000000
rev_119,order_119,2,Not satisfied,Bad experience,2023-12-28 19:37:36.000000,2023-08-05 23:56:27.000000
rev_120,order_120,1,Not satisfied,Bad experience,2023-08-04 06:27:33.000000,2023-09-06 21:11:04.000000
rev_121,order_121,4,Not satisfied,Bad experience,2023-09-04 19:41:15.000000,2023-08-19 11:21:13.000000
rev_122,order_122,5,Not satisfied,Bad experience,2023-12-22 23:07:59.000000,2023-10-15 08:33:03.000000
rev_123,order_123,5,Not satisfied,Bad experience,2023-08-17 15:20:35.000000,2023-11-11 14:49:26.000000
rev_124,order_124,5,Not satisfied,Bad experience,2023-09-22 01:36:36.000000,2023-09-10 19:30:19.000000
rev_125,order_125,1,Not satisfied,Bad experience,2023-12-06 07:41:57.000000,2023-12-02 04:39:59.000000
rev_126,order_126,3,Not satisfied,Bad experience,2023-11-16 05:17:14.000000,2023-09-14 16:45:14.000000
rev_127,order_127,2,Not satisfied,Bad experience,2023-09-10 15:21:26.000000,2023-10-31 20:49:49.000000
rev_128,order_128,1,Not satisfied,Bad experience,2023-08-07 04:22:16.000000,2023-12-29 05:56:21.000000
rev_129,order_129,5,Not satisfied,Bad experience,2023-10-10 18:17:15.000000,2023-09-07 22:35:31.000000
rev_130,order_130,2,Not satisfied,Bad experience,2023-10-08 17:05:56.000000,2023-11-23 22:23:36.000000
rev_131,order_131,4,Not satisfied,Bad experience,2023-08-14 01:18:42.000000,2023-10-26 13:45:59.000000
rev_132,order_132,5,Not satisfied,Bad experience,2023-08-14 21:43:25.000000,2023-11-13 07:32:54.000000
rev_133,order_133,4,Not satisfied,Bad experience,2023-09-05 12:19:53.000000,2023-08-23 08:15:00.000000
rev_134,order_134,2,Not satisfied,Bad experience,2023-12-17 02:11:57.000000,2023-10-18 13:30:24.000000
rev_135,order_135,2,Not satisfied,Bad experience,2023-09-16 18:03:41.000000,2023-11-18 15:04:00.000000
rev_136,order_136,4,Not satisfied,Bad experience,2023-12-23 15:15:29.000000,2023-09-24 10:48:37.000000
rev_137,order_137,2,Not satisfied,Bad experience,2023-09-30 03:39:39.000000,2023-12-15 19:29:17.000000
rev_138,order_138,2,Not satisfied,Bad experience,2023-10-23 21:33:54.000000,2023-11-03 00:19:43.000000
rev_139,order_139,5,Not satisfied,Bad experience,2023-12-06 05:29:40.000000,2023-08-20 15:43:11.000000
rev_140,order_140,3,Not satisfied,Bad experience,2023-09-18 21:31:52.000000,2023-09-16 12:25:04.000000
rev_141,order_141,4,Not satisfied,Bad experience,2023-11-30 09:50:13.000000,2023-12-22 23:27:40.000000
rev_142,order_142,5,Not satisfied,Bad experience,2023-11-13 15:20:07.000000,2023-12-25 08:22:31.000000
rev_143,order_143,4,Not satisfied,Bad experience,2023-08-23 02:37:38.000000,2023-11-06 00:52:50.000000
rev_144,order_144,5,Not satisfied,Bad experience,2023-11-18 20:24:53.000000,2023-08-24 13:37:11.000000
rev_145,order_145,2,Not satisfied,Bad experience,2023-10-16 10:35:48.000000,2023-11-04 13:33:18.000000
rev_146,order_146,5,Not satisfied,Bad experience,2023-08-19 07:13:46.000000,2023-09-03 22:34:47.000000
rev_147,order_147,1,Not satisfied,Bad experience,2023-09-17 18:53:16.000000,2023-12-21 14:36:54.000000
rev_148,order_148,2,Not satisfied,Bad experience,2023-08-27 04:28:14.000000,2023-08-13 01:05:07.000000
rev_149,order_149,3,Not satisfied,Bad experience,2023-12-27 21:42:19.000000,2023-11-01 19:15:44.000000
rev_150,order_150,4,Not satisfied,Bad experience,2023-10-07 05:07:48.000000,2023-10-29 18:53:13.000000
rev_151,order_151,3,Not satisfied,Bad experience,2023-09-26 12:38:39.000000,2023-09-25 04:10:47.000000
rev_152,order_152,4,Not satisfied,Bad experience,2023-09-14 04:49:36.000000,2023-08-26 03:05:59.000000
rev_153,order_153,4,Not satisfied,Bad experience,2023-11-14 20:28:38.000000,2023-08-26 18:13:49.000000
rev_154,order_154,3,Not satisfied,Bad experience,2023-08-05 15:48:19.000000,2023-12-30 06:55:02.000000
rev_155,order_155,4,Not satisfied,Bad experience,2023-08-13 16:54:57.000000,2023-08-05 14:42:56.000000
rev_156,order_156,4,Not satisfied,Bad experience,2023-08-16 11:05:47.000000,2023-12-12 11:11:54.000000
rev_157,order_157,5,Not satisfied,Bad experience,2023-08-17 08:37:09.000000,2023-09-28 21:56:47.000000
rev_158,order_158,1,Not satisfied,Bad experience,2023-11-24 11:51:15.000000,2023-10-14 08:45:34.000000
rev_159,order_159,5,Not satisfied,Bad experience,2023-12-01 18:55:40.000000,2023-10-03 05:08:19.000000
rev_160,order_160,5,Not satisfied,Bad experience,2023-12-28 03:33:55.000000,2023-10-11 13:44:23.000000
rev_161,order_161,3,Not satisfied,Bad experience,2023-09-06 12:57:57.000000,2023-08-08 07:33:48.000000
rev_162,order_162,1,Not satisfied,Bad experience,2023-08-01 07:54:11.000000,2023-12-14 15:41:31.000000
rev_163,order_163,5,Not satisfied,Bad experience,2023-08-17 20:49:11.000000,2023-08-14 10:19:07.000000
rev_164,order_164,1,Not satisfied,Bad experience,2023-10-14 00:37:03.000000,2023-09-02 04:26:36.000000
rev_165,order_165,3,Not satisfied,Bad experience,2023-08-11 23:51:00.000000,2023-10-12 20:52:39.000000
rev_166,order_166,1,Not satisfied,Bad experience,2023-08-30 15:04:42.000000,2023-12-18 04:50:43.000000
rev_167,order_167,2,Not satisfied,Bad experience,2023-08-13 13:48:49.000000,2023-10-01 20:26:31.000000
rev_168,order_168,3,Not satisfied,Bad experience,2023-12-02 21:42:08.000000,2023-10-13 12:50:18.000000
rev_169,order_169,5,Not satisfied,Bad experience,2023-12-07 20:56:19.000000,2023-08-11 02:16:02.000000
rev_170,order_170,1,Not satisfied,Bad experience,2023-11-05 06:47:08.000000,2023-11-01 08:57:28.000000
rev_171,order_171,4,Not satisfied,Bad experience,2023-12-06 15:52:16.000000,2023-09-18 23:05:11.000000
rev_172,order_172,1,Not satisfied,Bad experience,2023-12-17 17:54:43.000000,2023-09-30 21:57:04.000000
rev_173,order_173,4,Not satisfied,Bad experience,2023-10-31 09:18:35.000000,2023-09-19 13:10:30.000000
rev_174,order_174,1,Not satisfied,Bad experience,2023-10-14 08:35:00.000000,2023-09-21 20:45:02.000000
rev_175,order_175,3,Not satisfied,Bad experience,2023-11-13 10:33:22.000000,2023-10-18 02:49:08.000000
rev_176,order_176,2,Not satisfied,Bad experience,2023-10-17 09:48:06.000000,2023-11-12 23:29:47.000000
rev_177,order_177,1,Not satisfied,Bad experience,2023-11-06 11:38:18.000000,2023-08-11 11:14:53.000000
rev_178,order_178,4,Not satisfied,Bad experience,2023-09-16 16:39:19.000000,2023-11-22 01:13:25.000000
rev_179,order_179,3,Not satisfied,Bad experience,2023-09-05 09:01:44.000000,2023-11-02 04:28:36.000000
rev_180,order_180,3,Not satisfied,Bad experience,2023-12-11 20:22:31.000000,2023-12-12 20:45:15.000000
rev_181,order_181,1,Not satisfied,Bad experience,2023-10-14 11:09:58.000000,2023-12-21 23:49:34.000000
rev_182,order_182,2,Not satisfied,Bad experience,2023-08-11 09:50:19.000000,2023-11-13 07:19:04.000000
rev_183,order_183,4,Not satisfied,Bad experience,2023-12-05 21:29:15.000000,2023-08-31 15:10:19.000000
rev_184,order_184,3,Not satisfied,Bad experience,2023-09-04 00:53:45.000000,2023-08-30 17:51:08.000000
rev_185,order_185,5,Not satisfied,Bad experience,2023-12-14 23:38:01.000000,2023-10-27 15:42:57.000000
rev_186,order_186,1,Not satisfied,Bad experience,2023-12-30 20:57:40.000000,2023-10-14 01:47:49.000000
rev_187,order_187,1,Not satisfied,Bad experience,2023-08-24 18:53:40.000000,2023-12-27 20:41:37.000000
rev_188,order_188,1,Not satisfied,Bad experience,2023-09-03 09:41:36.000000,2023-09-29 04:55:16.000000
rev_189,order_189,4,Not satisfied,Bad experience,2023-08-29 04:10:31.000000,2023-09-08 11:12:24.000000
rev_190,order_190,2,Not satisfied,Bad experience,2023-08-15 15:43:30.000000,2023-10-23 21:49:59.000000
rev_191,order_191,2,Not satisfied,Bad experience,2023-10-05 09:15:36.000000,2023-09-14 13:27:42.000000
rev_192,order_192,1,Not satisfied,Bad experience,2023-08-01 01:15:05.000000,2023-09-13 13:48:09.000000
rev_193,order_193,1,Not satisfied,Bad experience,2023-11-11 08:29:49.000000,2023-08-14 19:02:14.000000
rev_194,order_194,3,Not satisfied,Bad experience,2023-12-16 19:34:29.000000,2023-09-24 03:19:03.000000
rev_195,order_195,4,Not satisfied,Bad experience,2023-12-27 22:42:58.000000,2023-08-20 10:30:58.000000
rev_196,order_196,5,Not satisfied,Bad experience,2023-09-05 19:45:33.000000,2023-11-26 07:49:59.000000
rev_197,order_197,3,Not satisfied,Bad experience,2023-08-14 18:26:48.000000,2023-08-21 19:34:36.000000
rev_198,order_198,3,Not satisfied,Bad experience,2023-12-08 00:45:13.000000,2023-11-06 20:07:36.000000
rev_199,order_199,2,Not satisfied,Bad experience,2023-11-30 22:24:43.000000,2023-08-14 22:09:05.000000
rev_200,order_200,5,Not satisfied,Bad experience,2023-08-04 06:34:35.000000,2023-08-07 01:49:18.000000
